id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
749,Evvie,Poure,epoureks@uiuc.edu,Female,4,29,Tennessee,Career Switcher (Non-Education Background),Literacy & Language Learning,R2 Research University,4.0,4,1,Bachelor's Degree,Business,62,99,19161,High school or below,2088,0,1
750,Quentin,Burnhams,qburnhamskt@ow.ly,Female,1,27,Alabama,K-12 Classroom Teacher,Leadership & School Improvement,R1 Research University,4.0,1,1,Bachelor's Degree,Social Sciences,61,93,40798,Some college,10904,1,0
751,Kassia,Wozencraft,kwozencraftku@yandex.ru,Female,10,40,Louisiana,Other,Arts & Music Education,R1 Research University,3.05,10,3,Bachelor's Degree,Business,89,55,40913,Bachelor's degree,9447,0,2
752,Jermayne,Sadat,jsadatkv@mit.edu,Female,6,30,Massachusetts,Career Switcher (Non-Education Background),AI in Education,International Institution,3.07,6,0,Master's Degree,Arts & Humanities,52,63,47085,Doctoral degree,5721,0,0
753,Fiona,Vasiliu,fvasiliukw@arstechnica.com,Female,2,24,North Carolina,K-12 Classroom Teacher,STEM Education,Regional Public University,3.35,2,1,Bachelor's Degree,Education,57,56,74205,Bachelor's degree,24127,0,0
754,Sherye,Scotchford,sscotchfordkx@jiathis.com,Male,1,24,New York,K-12 Classroom Teacher,AI in Education,Regional Public University,3.56,1,1,Bachelor's Degree,Education,37,79,58650,Master's degree,18003,0,0
755,Willy,Julien,wjulienky@moonfruit.com,Female,13,32,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,International Institution,3.29,13,9,Master's Degree,Education,52,71,47835,Bachelor's degree,14200,0,2
756,Eran,Warlow,ewarlowkz@devhub.com,Male,7,30,Texas,Career Switcher (Non-Education Background),Edtech & Digital Learning,Liberal Arts College,3.64,7,1,Other / International Equivalency,Social Sciences,79,91,16513,Bachelor's degree,1734,1,1
757,Randi,Jenny,rjennyl0@deviantart.com,Female,7,26,Indiana,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Regional Public University,3.29,7,0,Master's Degree,Education,51,53,34975,Doctoral degree,8384,0,1
758,Lila,Oliphard,loliphardl1@reverbnation.com,Female,6,37,Texas,Other,Leadership & School Improvement,Regional Public University,3.41,6,2,Bachelor's Degree,Health / Nursing,91,58,48957,Doctoral degree,17827,0,1
759,Venus,Malley,vmalleyl2@nyu.edu,Male,6,29,New York,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,R2 Research University,3.18,6,2,Bachelor's Degree,Other,65,52,42578,Bachelor's degree,11191,0,0
760,Onofredo,Carnell,ocarnelll3@gizmodo.com,Male,14,35,Wisconsin,Education Consultant,AI in Education,Regional Public University,3.59,14,8,Associate Degree,Business,95,81,80473,Some college,14634,0,0
761,Virginie,Lattos,vlattosl4@hexun.com,Male,6,27,Ohio,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,3.29,6,6,Bachelor's Degree,Education,55,69,53678,Doctoral degree,15524,0,1
762,Durward,Hovie,dhoviel5@google.ca,Female,1,29,Connecticut,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Liberal Arts College,3.62,1,1,Master's Degree,Arts & Humanities,80,72,60526,High school or below,18297,0,1
763,Hansiain,Regardsoe,hregardsoel6@washington.edu,Female,25,48,Michigan,College Student (Non-Education Major),AI in Education,R2 Research University,3.24,25,1,Bachelor's Degree,Health / Nursing,90,75,19026,Bachelor's degree,2032,0,2
764,Emlen,Clapperton,eclappertonl7@com.com,Female,0,25,Georgia,K-12 Classroom Teacher,Edtech & Digital Learning,Private University (Nonselective),3.67,0,0,Bachelor's Degree,Education,71,83,65257,High school or below,9740,0,1
765,Alexina,Colliard,acolliardl8@ebay.co.uk,Female,1,25,Washington,K-12 Classroom Teacher,Inclusive & Special Education,Community College / 2-Year College,2.97,1,1,Bachelor's Degree,Education,23,37,74944,Some college,23916,0,1
766,Arlyne,Walas,awalasl9@miibeian.gov.cn,Male,25,43,California,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),R2 Research University,3.04,25,3,Bachelor's Degree,Education,72,46,31908,Master's degree,7524,0,2
767,Esdras,Burnyate,eburnyatela@nasa.gov,Female,7,32,Washington,College Student (Non-Education Major),Edtech & Digital Learning,Community College / 2-Year College,3.02,7,1,Bachelor's Degree,Health / Nursing,41,46,38778,High school or below,7284,0,0
768,Paula,Dunridge,pdunridgelb@ovh.net,Female,4,28,California,Education Consultant,Social-Emotional Learning (SEL),Regional Public University,2.79,4,4,Bachelor's Degree,Arts & Humanities,38,43,154963,Some college,33962,0,2
769,Adelice,Jirik,ajiriklc@nifty.com,Female,18,48,Ohio,Other,Edtech & Digital Learning,Regional Public University,3.18,18,4,Bachelor's Degree,Social Sciences,69,41,54787,Bachelor's degree,14529,0,3
770,Ranna,Jura,rjurald@alexa.com,Nonbinary,13,31,Florida,Teaching Assistant / Paraprofessional,AI in Education,Liberal Arts College,3.42,13,0,Master's Degree,Social Sciences,79,62,28786,High school or below,6460,0,1
771,Dayle,Sliney,dslineyle@drupal.org,Female,1,22,Georgia,After-school / Enrichment Educator,STEM Education,R2 Research University,3.2,1,1,Master's Degree,Social Sciences,87,76,26420,Bachelor's degree,4264,0,0
772,Guglielma,Steketee,gsteketeelf@list-manage.com,Female,1,23,California,Instructional Coach,Social-Emotional Learning (SEL),R1 Research University,3.76,1,1,Bachelor's Degree,Education,85,58,68654,Doctoral degree,10907,0,0
773,Dorisa,Zarfat,dzarfatlg@hugedomains.com,Female,0,23,Indiana,Career Switcher (Non-Education Background),Literacy & Language Learning,Private University (Nonselective),3.25,0,0,Bachelor's Degree,Business,48,52,28772,Bachelor's degree,8763,0,0
774,Jeff,Coursor,jcoursorlh@google.ca,Male,0,25,Connecticut,Career Switcher (Non-Education Background),AI in Education,Liberal Arts College,3.29,0,0,Master's Degree,Other,53,55,24269,Some college,6956,0,0
775,Chevy,Janisson,cjanissonli@wufoo.com,Female,5,31,Texas,Higher Education Instructor,Leadership & School Improvement,Regional Public University,2.76,5,5,Bachelor's Degree,Social Sciences,46,25,65352,Some college,9340,0,0
776,Alasdair,Durward,adurwardlj@cnet.com,Female,9,31,Ohio,Preservice Teacher / Education Student,AI in Education,Regional Public University,3.36,9,0,Bachelor's Degree,Health / Nursing,80,59,30718,Bachelor's degree,3555,0,0
777,Bourke,Pentelow,bpentelowlk@mashable.com,Female,0,23,Ohio,K-12 Classroom Teacher,STEM Education,Regional Public University,3.14,0,0,Bachelor's Degree,Education,45,48,67809,Bachelor's degree,7609,0,0
778,Alf,Davidovitch,adavidovitchll@eepurl.com,Female,2,24,Oklahoma,K-12 Classroom Teacher,Arts & Music Education,Community College / 2-Year College,3.16,2,1,Associate Degree,Social Sciences,45,45,66171,Master's degree,16959,0,0
779,Raychel,Duthy,rduthylm@pagesperso-orange.fr,Male,1,27,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,Community College / 2-Year College,3.32,1,1,Bachelor's Degree,Education,37,66,54390,Bachelor's degree,15754,0,1
780,Gwenni,Keatch,gkeatchln@springer.com,Female,23,42,Missouri,K-12 Classroom Teacher,AI in Education,Regional Public University,3.62,23,5,Master's Degree,Education,49,76,49765,High school or below,14344,0,3
781,Cherin,Dower,cdowerlo@bloomberg.com,Male,2,23,Colorado,Career Switcher (Non-Education Background),Edtech & Digital Learning,Regional Public University,3.55,2,1,Bachelor's Degree,Social Sciences,48,82,28435,Doctoral degree,10661,1,0
782,Pauline,Cantle,pcantlelp@jigsy.com,Female,7,28,Georgia,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),Liberal Arts College,3.52,7,0,Bachelor's Degree,STEM,77,89,23314,High school or below,4942,0,1
783,Herold,Bickerton,hbickertonlq@google.fr,Male,0,25,California,K-12 Classroom Teacher,STEM Education,Community College / 2-Year College,2.9,0,0,Associate Degree,Education,56,27,66740,Doctoral degree,24936,0,1
784,Marvin,Laundon,mlaundonlr@over-blog.com,Female,11,39,North Carolina,K-12 Classroom Teacher,Arts & Music Education,Private University (Nonselective),3.4,11,9,Bachelor's Degree,STEM,83,58,41886,Bachelor's degree,4909,0,2
785,Vance,Siflet,vsifletls@cdbaby.com,Female,2,24,Ohio,After-school / Enrichment Educator,AI in Education,Regional Public University,3.49,2,2,Bachelor's Degree,Business,50,57,36567,Bachelor's degree,12129,0,0
786,Rustin,Clemendot,rclemendotlt@ca.gov,Male,21,42,Massachusetts,K-12 Classroom Teacher,STEM Education,International Institution,3.23,21,3,Bachelor's Degree,Education,52,54,79001,Some college,17441,0,3
787,Reynard,Brim,rbrimlu@gnu.org,Male,6,29,Illinois,After-school / Enrichment Educator,Assessment & Data-Informed Instruction,Community College / 2-Year College,3.58,6,4,Bachelor's Degree,Social Sciences,55,61,37268,High school or below,11997,0,0
788,Willetta,Danielsky,wdanielskylv@edublogs.org,Male,3,26,New York,K-12 Classroom Teacher,STEM Education,Regional Public University,3.58,3,3,Bachelor's Degree,Education,49,92,53820,Some college,16991,0,1
789,Niles,Verney,nverneylw@wordpress.com,Female,0,23,California,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.18,0,0,Master's Degree,STEM,48,38,46759,Some college,6750,0,0
790,Andrus,Mabbitt,amabbittlx@mediafire.com,Female,8,38,Arizona,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Community College / 2-Year College,2.95,8,7,Bachelor's Degree,Education,37,28,71667,High school or below,22995,0,0
791,Aidan,Dey,adeyly@toplist.cz,Male,4,30,Louisiana,K-12 Classroom Teacher,Arts & Music Education,R1 Research University,3.97,4,3,Bachelor's Degree,Education,78,99,45170,Bachelor's degree,15291,0,1
792,Roxanna,Angrave,rangravelz@mit.edu,Male,3,30,Texas,K-12 Classroom Teacher,AI in Education,Community College / 2-Year College,3.11,3,1,Associate Degree,Education,67,39,45158,Bachelor's degree,12833,0,0
793,Thorndike,Fritschmann,tfritschmannm0@thetimes.co.uk,Female,14,54,California,Teaching Assistant / Paraprofessional,Inclusive & Special Education,R1 Research University,3.0,14,1,Bachelor's Degree,Education,44,56,40635,High school or below,8188,0,2
794,Kenn,Da Costa,kdacostam1@bbb.org,Female,0,25,Colorado,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Regional Public University,3.69,0,0,Master's Degree,Education,54,86,65608,Some college,12267,0,1
795,Cele,Cattanach,ccattanachm2@blogspot.com,Female,6,30,Texas,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Private University (Nonselective),3.64,6,5,Master's Degree,Education,51,75,40136,Master's degree,11364,0,0
796,Magdalen,Ketteridge,mketteridgem3@scientificamerican.com,Male,1,30,New Jersey,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,2.99,1,1,Master's Degree,STEM,57,36,49231,Some college,6106,0,1
797,Sydney,Stare,sstarem4@liveinternet.ru,Female,1,24,Tennessee,Instructional Coach,Leadership & School Improvement,Regional Public University,3.59,1,1,Bachelor's Degree,Education,60,85,81575,Bachelor's degree,11829,0,0
798,Chloris,Cruces,ccrucesm5@discuz.net,Female,10,49,Illinois,K-12 Classroom Teacher,Social-Emotional Learning (SEL),R2 Research University,3.34,10,2,Bachelor's Degree,Social Sciences,71,68,72915,Doctoral degree,19243,0,1
799,Hanni,O'Heffernan,hoheffernanm6@so-net.ne.jp,Female,13,31,Ohio,Preservice Teacher / Education Student,STEM Education,Community College / 2-Year College,3.53,13,0,Associate Degree,Education,51,57,16898,High school or below,2669,0,1
800,Tristam,Rioch,triochm7@auda.org.au,Female,7,29,Massachusetts,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.18,7,1,Master's Degree,Business,60,46,72844,Master's degree,14532,0,1
801,Barnaby,Pinch,bpinchm8@paginegialle.it,Female,11,34,Connecticut,Instructional Coach,Inclusive & Special Education,R2 Research University,3.56,11,7,Bachelor's Degree,Business,69,66,86246,High school or below,24953,0,0
802,Orsa,Tryme,otrymem9@youku.com,Female,11,35,Texas,Education Nonprofit Staff,Leadership & School Improvement,Regional Public University,3.51,11,0,Bachelor's Degree,Education,83,74,53552,Bachelor's degree,12344,0,2
803,Marrilee,Djordjevic,mdjordjevicma@scribd.com,Male,2,28,Massachusetts,Career Switcher (Non-Education Background),AI in Education,Private University (Nonselective),3.11,2,1,Bachelor's Degree,Social Sciences,44,54,37294,High school or below,8148,0,1
804,Hilarius,Rymour,hrymourmb@etsy.com,Male,1,26,Pennsylvania,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.8,1,1,Bachelor's Degree,Education,79,96,60881,Some college,6890,0,0
805,Olva,Beves,obevesmc@blinklist.com,Male,8,36,Florida,College Student (Non-Education Major),Assessment & Data-Informed Instruction,R2 Research University,3.54,8,0,Master's Degree,STEM,48,53,10334,Bachelor's degree,1542,0,1
806,Herculie,Rubanenko,hrubanenkomd@taobao.com,Female,3,28,Indiana,Career Switcher (Non-Education Background),Edtech & Digital Learning,Community College / 2-Year College,3.2,3,1,Associate Degree,STEM,63,76,44127,Some college,13341,0,1
807,Rhody,Jina,rjiname@sciencedirect.com,Female,14,32,Ohio,After-school / Enrichment Educator,AI in Education,International Institution,2.97,14,3,Bachelor's Degree,Education,74,61,25324,High school or below,6671,0,0
808,Timoteo,Coumbe,tcoumbemf@domainmarket.com,Female,7,39,Ohio,K-12 Classroom Teacher,STEM Education,R2 Research University,3.5,7,7,Bachelor's Degree,Education,78,81,55843,Some college,11503,0,2
809,Gayle,Casburn,gcasburnmg@timesonline.co.uk,Nonbinary,3,26,Wisconsin,Career Switcher (Non-Education Background),Assessment & Data-Informed Instruction,Regional Public University,3.9,3,1,Bachelor's Degree,STEM,67,87,37213,Bachelor's degree,5431,0,0
810,Phyllis,Gaskall,pgaskallmh@constantcontact.com,Nonbinary,5,27,Texas,Instructional Coach,Arts & Music Education,Regional Public University,3.29,5,5,Master's Degree,Social Sciences,46,55,75934,High school or below,12308,0,1
811,Samuele,Simnett,ssimnettmi@about.com,Female,2,22,Florida,Teaching Assistant / Paraprofessional,STEM Education,R2 Research University,3.2,2,2,Master's Degree,STEM,48,65,32632,Bachelor's degree,3848,0,0
812,Filmer,Curtoys,fcurtoysmj@bandcamp.com,Female,0,22,Illinois,Preservice Teacher / Education Student,Literacy & Language Learning,R2 Research University,3.1,0,0,Bachelor's Degree,Education,66,59,15153,Master's degree,5094,0,0
813,Hirsch,Hendrickx,hhendrickxmk@imgur.com,Nonbinary,32,64,Washington,K-12 Classroom Teacher,Leadership & School Improvement,Community College / 2-Year College,3.13,32,23,Bachelor's Degree,Education,58,46,56831,High school or below,9636,0,2
814,Maurice,Tomney,mtomneyml@latimes.com,Female,12,34,New York,Preservice Teacher / Education Student,STEM Education,Liberal Arts College,3.64,12,0,Bachelor's Degree,Social Sciences,80,67,36668,Some college,10995,0,0
815,Lainey,Ledgeway,lledgewaymm@a8.net,Male,3,29,Michigan,Instructional Coach,Edtech & Digital Learning,R1 Research University,3.18,3,3,Bachelor's Degree,Social Sciences,86,44,68634,Bachelor's degree,17112,0,1
816,Darcey,Gert,dgertmn@unblog.fr,Female,1,29,California,School or District Leader,STEM Education,R1 Research University,3.31,1,1,Bachelor's Degree,Arts & Humanities,60,68,81721,High school or below,24277,0,1
817,Isadora,Kilduff,ikilduffmo@odnoklassniki.ru,Male,14,52,California,Instructional Coach,Leadership & School Improvement,Community College / 2-Year College,2.71,14,9,Bachelor's Degree,Arts & Humanities,64,32,86204,Bachelor's degree,21237,0,4
818,Chev,Maymond,cmaymondmp@globo.com,Male,1,25,Arizona,Career Switcher (Non-Education Background),Literacy & Language Learning,R2 Research University,3.49,1,0,Bachelor's Degree,STEM,62,62,18713,High school or below,5554,0,1
819,Shina,Peal,spealmq@microsoft.com,Female,14,40,California,Preservice Teacher / Education Student,Edtech & Digital Learning,Liberal Arts College,3.23,14,1,Bachelor's Degree,Social Sciences,52,68,26487,Master's degree,6722,0,1
820,Arlene,Devers,adeversmr@ftc.gov,Female,13,35,South Carolina,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Community College / 2-Year College,3.04,13,6,Doctoral Degree,STEM,10,46,60614,Master's degree,14433,0,0
821,Arel,D' Angelo,adangeloms@cam.ac.uk,Female,4,29,Illinois,Preservice Teacher / Education Student,Inclusive & Special Education,Community College / 2-Year College,2.83,4,1,Bachelor's Degree,Education,24,34,29382,Master's degree,4183,0,1
822,Loren,Cheverell,lcheverellmt@e-recht24.de,Male,5,31,New York,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Private University (Nonselective),3.46,5,0,Master's Degree,Education,67,67,37616,Bachelor's degree,4826,0,0
823,Cristin,Maron,cmaronmu@yahoo.co.jp,Male,1,24,Pennsylvania,K-12 Classroom Teacher,Arts & Music Education,Community College / 2-Year College,3.32,1,1,Master's Degree,Arts & Humanities,57,50,68367,Bachelor's degree,10649,0,0
824,Averell,Dinse,adinsemv@drupal.org,Female,2,23,Oregon,After-school / Enrichment Educator,Arts & Music Education,Regional Public University,2.86,2,1,Master's Degree,Business,81,74,26294,High school or below,7789,0,0
825,Nowell,Brithman,nbrithmanmw@google.ru,Male,19,46,Oregon,Higher Education Instructor,Social-Emotional Learning (SEL),Regional Public University,3.18,19,16,Bachelor's Degree,Social Sciences,52,70,74083,Some college,15496,0,1
826,Tracey,Kneale,tknealemx@shareasale.com,Male,15,40,Alabama,Education Consultant,Edtech & Digital Learning,R1 Research University,3.85,15,12,Bachelor's Degree,Business,71,91,102611,Master's degree,39460,0,0
827,Steward,Potapczuk,spotapczukmy@chronoengine.com,Female,23,47,New Jersey,Instructional Coach,Social-Emotional Learning (SEL),R2 Research University,3.37,23,17,Master's Degree,Education,78,52,84768,Some college,25929,0,1
828,Percival,Goodlake,pgoodlakemz@macromedia.com,Female,0,25,Texas,Preservice Teacher / Education Student,STEM Education,Community College / 2-Year College,3.62,0,0,Master's Degree,Social Sciences,51,82,15203,Bachelor's degree,1720,0,1
829,Vincent,Buxsey,vbuxseyn0@quantcast.com,Nonbinary,2,27,Florida,K-12 Classroom Teacher,Literacy & Language Learning,International Institution,2.87,2,1,Bachelor's Degree,Arts & Humanities,35,38,72193,High school or below,18315,0,1
830,Julius,Buttrick,jbuttrickn1@forbes.com,Female,5,31,Virginia,After-school / Enrichment Educator,Inclusive & Special Education,Liberal Arts College,3.86,5,4,Master's Degree,Social Sciences,79,99,34635,Some college,6373,0,1
831,Waldemar,Lyenyng,wlyenyngn2@google.com.hk,Male,10,52,Oregon,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.59,10,10,Bachelor's Degree,STEM,79,85,58075,Master's degree,19781,0,1
832,Rhetta,Hamson,rhamsonn3@indiatimes.com,Nonbinary,3,30,Tennessee,Preservice Teacher / Education Student,Social-Emotional Learning (SEL),R2 Research University,3.38,3,1,Master's Degree,Education,72,71,31822,Some college,4141,0,0
833,Kean,Leacy,kleacyn4@cafepress.com,Female,16,47,Georgia,Education Nonprofit Staff,AI in Education,R2 Research University,3.03,16,1,Bachelor's Degree,Business,70,53,54899,Bachelor's degree,13663,0,3
834,Russ,Drioli,rdriolin5@friendfeed.com,Female,22,46,Texas,K-12 Classroom Teacher,AI in Education,R2 Research University,3.81,22,18,Bachelor's Degree,Social Sciences,95,93,47777,Some college,15320,0,3
835,Mel,Cragell,mcragelln6@aboutads.info,Female,16,50,California,K-12 Classroom Teacher,AI in Education,R1 Research University,3.88,16,11,Bachelor's Degree,Education,89,99,53623,High school or below,17106,0,2
836,Reynard,Alpine,ralpinen7@printfriendly.com,Male,6,31,New York,Career Switcher (Non-Education Background),Arts & Music Education,International Institution,3.67,6,1,Bachelor's Degree,Social Sciences,68,79,33544,Bachelor's degree,4524,0,0
837,Jacklyn,Lamminam,jlamminamn8@phoca.cz,Female,0,25,Georgia,Instructional Coach,Arts & Music Education,R2 Research University,3.46,0,0,Bachelor's Degree,STEM,61,64,84715,High school or below,22740,0,1
838,Atalanta,Griss,agrissn9@hexun.com,Female,12,39,South Carolina,Higher Education Instructor,Inclusive & Special Education,Regional Public University,3.32,12,11,Doctoral Degree,Social Sciences,55,65,79374,High school or below,21815,0,2
839,Kev,Avann,kavannna@pen.io,Nonbinary,17,55,Oklahoma,Career Switcher (Non-Education Background),Inclusive & Special Education,Community College / 2-Year College,3.16,17,1,Associate Degree,Arts & Humanities,0,44,34762,Master's degree,4854,0,2
840,Julius,Rasp,jraspnb@dyndns.org,Male,10,43,North Carolina,Preservice Teacher / Education Student,Leadership & School Improvement,R2 Research University,3.78,10,0,Bachelor's Degree,Arts & Humanities,92,73,19344,Master's degree,4526,0,1
841,Esra,Barbrook,ebarbrooknc@alexa.com,Female,0,25,Georgia,K-12 Classroom Teacher,STEM Education,R2 Research University,3.43,0,0,Bachelor's Degree,Education,79,67,61651,Bachelor's degree,17178,0,0
842,Gray,Scrooby,gscroobynd@auda.org.au,Female,10,35,California,K-12 Classroom Teacher,Leadership & School Improvement,R2 Research University,3.47,10,10,Master's Degree,Social Sciences,78,64,48073,Bachelor's degree,11879,0,0
843,Glory,Salling,gsallingne@narod.ru,Female,16,53,Oregon,Teaching Assistant / Paraprofessional,AI in Education,Regional Public University,3.33,16,0,Doctoral Degree,Arts & Humanities,51,64,26824,High school or below,5039,1,2
844,Raymond,Fallowes,rfallowesnf@spiegel.de,Male,0,22,California,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,3.57,0,0,Bachelor's Degree,STEM,87,86,34164,Bachelor's degree,3460,0,0
845,Shandie,Dumbar,sdumbarng@free.fr,Male,20,48,Tennessee,K-12 Classroom Teacher,Inclusive & Special Education,Regional Public University,2.74,20,19,Bachelor's Degree,Education,67,39,40363,Some college,9592,0,3
846,Currie,Gheeraert,cgheeraertnh@google.com,Male,10,40,California,After-school / Enrichment Educator,Literacy & Language Learning,R2 Research University,3.13,10,0,Master's Degree,STEM,43,45,44676,Master's degree,11008,0,0
847,Ruthie,Dunan,rdunanni@google.co.jp,Male,2,27,North Carolina,K-12 Classroom Teacher,Literacy & Language Learning,R1 Research University,4.0,2,2,Bachelor's Degree,Education,44,73,72298,Bachelor's degree,23411,0,0
848,Trev,Petronis,tpetronisnj@yandex.ru,Female,9,39,New York,Teaching Assistant / Paraprofessional,Arts & Music Education,Private University (Nonselective),3.61,9,0,Bachelor's Degree,Health / Nursing,53,52,37743,High school or below,5836,0,0
849,Homere,Lashmore,hlashmorenk@ovh.net,Female,22,62,Arizona,Education Nonprofit Staff,Edtech & Digital Learning,International Institution,3.28,22,3,Bachelor's Degree,Social Sciences,99,66,49631,Some college,12659,0,4
850,Chicky,Goodisson,cgoodissonnl@shop-pro.jp,Female,23,41,California,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,R2 Research University,3.81,23,4,Bachelor's Degree,Education,74,89,43458,Doctoral degree,11691,0,1
851,Velma,Plumbridge,vplumbridgenm@zimbio.com,Female,2,24,Missouri,Preservice Teacher / Education Student,Literacy & Language Learning,R1 Research University,3.16,2,1,Master's Degree,Education,88,47,21115,Master's degree,4869,0,0
852,Gayelord,Wisbey,gwisbeynn@telegraph.co.uk,Female,22,42,Texas,K-12 Classroom Teacher,STEM Education,Regional Public University,3.53,22,18,Bachelor's Degree,Arts & Humanities,58,86,63167,High school or below,21128,0,3
853,Trumann,Medlen,tmedlenno@google.co.uk,Female,11,42,Michigan,Career Switcher (Non-Education Background),Inclusive & Special Education,Regional Public University,3.12,11,0,Bachelor's Degree,Arts & Humanities,48,50,32268,High school or below,11061,0,1
854,Celene,Bisp,cbispnp@nih.gov,Male,2,24,Tennessee,Education Nonprofit Staff,Edtech & Digital Learning,Private University (Nonselective),3.36,2,0,Bachelor's Degree,Social Sciences,64,58,52170,Bachelor's degree,17989,0,0
855,Teena,Ruckhard,truckhardnq@opensource.org,Male,6,26,Texas,After-school / Enrichment Educator,AI in Education,International Institution,3.46,6,1,Bachelor's Degree,STEM,35,73,34315,Some college,5079,0,1
856,Manda,Beton,mbetonnr@upenn.edu,Female,7,28,North Carolina,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,Community College / 2-Year College,2.96,7,1,Bachelor's Degree,Arts & Humanities,60,70,49581,Some college,14030,0,0
857,Helen-elizabeth,Blazi,hblazins@ted.com,Male,7,32,New York,K-12 Classroom Teacher,AI in Education,Regional Public University,3.11,7,7,Bachelor's Degree,Education,51,58,78858,Bachelor's degree,22735,0,1
858,Win,Zanuciolii,wzanucioliint@ca.gov,Male,13,36,Illinois,K-12 Classroom Teacher,STEM Education,Community College / 2-Year College,2.94,13,8,Bachelor's Degree,Education,65,72,47921,Master's degree,13639,0,0
859,Chiarra,Jellico,cjelliconu@jalbum.net,Nonbinary,14,32,Oregon,Higher Education Instructor,Leadership & School Improvement,Regional Public University,3.26,14,13,Bachelor's Degree,Business,52,61,75467,High school or below,16887,1,2
860,Guthrey,Kinchin,gkinchinnv@ocn.ne.jp,Female,6,30,Pennsylvania,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,3.77,6,1,Master's Degree,Education,80,87,26519,Master's degree,4025,0,1
861,Haven,Hallyburton,hhallyburtonnw@tamu.edu,Female,0,25,Tennessee,College Student (Non-Education Major),Edtech & Digital Learning,R1 Research University,3.58,0,0,Bachelor's Degree,STEM,86,80,21247,Bachelor's degree,2926,0,1
862,Ashbey,Duddle,aduddlenx@cafepress.com,Male,0,23,Texas,Teaching Assistant / Paraprofessional,Inclusive & Special Education,R2 Research University,3.16,0,0,Bachelor's Degree,Arts & Humanities,81,37,32703,High school or below,9987,0,0
863,Theo,Burchatt,tburchattny@bigcartel.com,Male,21,53,Missouri,College Student (Non-Education Major),Social-Emotional Learning (SEL),Regional Public University,3.16,21,1,Bachelor's Degree,Business,38,46,26351,High school or below,8828,0,2
864,Phaedra,Stygall,pstygallnz@moonfruit.com,Male,4,26,Oregon,K-12 Classroom Teacher,Arts & Music Education,International Institution,3.29,4,3,Bachelor's Degree,Education,40,58,68786,Bachelor's degree,16835,0,0
865,Ursula,Raselles,uraselleso0@yandex.ru,Male,8,32,Georgia,Teaching Assistant / Paraprofessional,Literacy & Language Learning,Liberal Arts College,3.3,8,0,Bachelor's Degree,Education,75,53,28454,Some college,9946,0,0
866,Andy,Lewzey,alewzeyo1@mozilla.com,Female,2,23,California,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,3.53,2,0,Bachelor's Degree,Social Sciences,87,83,40504,Bachelor's degree,8039,0,0
867,Barbe,Bigg,bbiggo2@sakura.ne.jp,Male,6,38,Washington,K-12 Classroom Teacher,STEM Education,Regional Public University,3.05,6,2,Bachelor's Degree,Education,71,49,71355,Bachelor's degree,11040,0,0
868,Kippie,Upsale,kupsaleo3@businessinsider.com,Female,14,42,California,Career Switcher (Non-Education Background),Assessment & Data-Informed Instruction,R2 Research University,3.77,14,1,Master's Degree,Social Sciences,84,81,45210,High school or below,9573,0,2
869,Madonna,Worsfold,mworsfoldo4@squarespace.com,Female,2,25,Virginia,Instructional Coach,Leadership & School Improvement,International Institution,3.19,2,2,Master's Degree,Social Sciences,55,54,71923,High school or below,11184,1,0
870,Mel,Seton,msetono5@sphinn.com,Female,7,29,Texas,Education Nonprofit Staff,Arts & Music Education,R2 Research University,3.23,7,0,Bachelor's Degree,STEM,76,67,61835,Bachelor's degree,6303,1,1
871,Alphonso,Menat,amenato6@bravesites.com,Male,23,42,Texas,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Private University (Nonselective),3.6,23,15,Associate Degree,Education,59,73,47537,Bachelor's degree,13178,0,3
